id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
2294,F,1.3,1.025,0.3125,19.46193175,8.3631025,4.86193925,5.2446575,10
2295,M,1.6375,1.275,0.4375,35.22425375,14.04717725,9.53960675,11.056305,13
2296,I,0.6875,0.5125,0.175,2.99087225,14.0330025,0.5386405,0.9922325,5
2297,F,1.3,0.975,0.325,17.70426275,6.917278,3.38776525,5.6699,13
2298,M,1.575,1.2125,0.425,36.4291075,18.597272,6.350288,10.6310625,11
2299,M,1.2375,1,0.3125,17.33571925,7.35669525,3.86970675,5.06038575,8
2300,I,1.075,0.8,0.275,10.27669375,4.94698775,2.608154,2.90582375,7
2301,I,1.2,0.9625,0.3,18.86659225,8.50485,4.43669675,4.53592,9
2302,F,1.45,1.125,0.4125,29.7386255,11.15552825,6.2652395,8.9300925,13
2303,M,1.6125,1.2,0.4125,33.86347775,13.2959155,7.41339425,10.20582,11
2304,I,0.9,0.675,0.2125,6.59125875,3.118445,1.190679,1.71514475,6
2305,I,1.3375,1.05,0.3625,19.1926115,9.68135425,4.4508715,5.6699,8
2306,I,1.2875,0.975,0.3125,15.83319575,7.29999625,3.3735905,4.35164825,9
2307,M,1.1875,0.9875,0.2625,15.77649675,8.221355,3.27436725,4.35164825,8
2308,I,1.0625,0.75,0.275,11.679994,4.74854125,2.4097075,3.21766825,8
2309,F,1.45,1.1375,0.4125,30.1922175,10.6877615,8.0229085,8.788345,11
2310,I,0.8125,0.6,0.2,5.31553125,2.08368825,1.26155275,1.2757275,6
2311,I,1.4125,1.0875,0.3625,25.231055,12.26115875,4.8477645,6.690482,9
2312,F,1.5125,1.175,0.4125,30.03629525,13.42348825,6.22271525,7.93786,11
2313,M,1.55,1.2125,0.4125,31.19862475,14.84096325,7.7394135,9.922325,18
2314,M,1.5875,1.2875,0.4375,36.86852475,17.90270925,8.8166945,10.489315,11
2315,M,1.875,1.375,0.475,53.4388075,25.3161035,11.623295,12.2186345,13
2316,F,1.55,1.2125,0.4,34.60056475,16.48523425,7.29999625,8.6465975,9
2317,M,1.5875,1.175,0.375,32.375129,15.2803805,7.711064,8.7032965,10
2318,I,1.0875,0.85,0.275,11.6516445,5.85417175,2.4664065,2.83495,7
2319,M,1.4375,1.125,0.4125,28.87396575,12.47378,6.7755305,7.7961125,9
2320,F,1.425,1.15,0.375,26.3933845,11.63746975,6.39281225,7.654365,10
2321,M,1.3625,1.025,0.35,24.13959925,8.845044,5.556502,8.50485,9
2322,F,1.45,1.15,0.3625,26.138239,10.4609655,6.39281225,7.030676,8
2323,M,1.675,1.35,0.4375,41.8722115,18.83824275,7.314171,10.9712565,11
2324,F,1.3625,1.1,0.3625,24.08290025,11.94931425,4.77689075,6.3786375,8
2325,M,1.5625,1.2375,0.3875,29.0582375,13.04077,5.51397775,9.63883,10
2326,M,1.425,1.1,0.3375,22.92057075,8.12213175,5.5281525,7.087375,12
2327,M,1.2,0.8875,0.35,15.06775925,7.030676,3.6003865,4.53592,8
2328,F,1.275,0.9875,0.4625,17.36406875,6.0384435,4.025629,6.0951425,16
2329,F,1.575,1.225,0.375,32.33260475,13.664459,8.91591775,8.6465975,9
2330,M,1.25,0.9875,0.4125,17.463292,6.80388,4.252425,6.7755305,17
2331,F,1.1625,0.9375,0.2625,14.33067225,5.10291,2.778251,4.3941725,12
2332,M,1.625,1.2875,0.4375,37.9032815,14.401546,7.767763,13.1825175,15
2333,M,1.575,1.2375,0.4375,36.67007825,16.45688475,8.9867915,10.0640725,9
2334,M,1.575,1.25,0.4125,35.28095275,13.99047825,8.43397625,11.3398,15
2335,M,1.45,1.0375,0.3875,24.9192105,9.6104805,5.57067675,7.2291225,11
2336,M,1.4375,1.15,0.375,28.81726675,13.9196045,6.2652395,7.5126175,9
2337,F,1.625,1.3125,0.4375,36.27318525,16.3009625,7.83863675,10.3475675,10
2338,F,1.175,0.925,0.25,12.48795475,5.57067675,3.33106625,3.8271825,7
2339,M,1.2625,1.0125,0.35,18.27125275,8.0229085,3.96893,5.10291,9
2340,M,1.5,1.1875,0.3875,27.76833525,12.0485375,5.556502,7.087375,9
2341,F,1.675,1.3125,0.4375,41.31939625,17.13727275,9.00096625,11.32562525,14
2342,M,1.3875,1.0875,0.325,23.9553275,14.628342,5.2446575,5.1312595,8
2343,F,1.3,1.0625,0.3375,20.17066925,10.47514025,4.5642695,5.386405,8
2344,I,1.3,1.0375,0.3,18.427175,8.8733935,3.7704835,5.386405,11
2345,F,1.675,1.3125,0.5625,48.26502375,17.02387475,10.4609655,15.6772735,20
2346,M,1.4125,1.1,0.3625,25.7696955,9.752228,6.59125875,7.2291225,15
2347,I,0.4,0.25,0.1125,0.510291,0.35436875,0.15592225,0.283495,4
2348,I,0.95,0.7625,0.225,9.7238785,4.0539785,1.5025235,2.26796,5
2349,M,1.575,1.2125,0.45,38.8104655,14.911837,8.88756825,10.489315,18
2350,F,1.375,1.05,0.4375,24.6357155,9.25611175,7.087375,8.74582075,10
2351,I,1.45,1.15,0.3625,26.08154,11.35397475,5.329706,8.221355,10
2352,M,1.4,1.1125,0.4125,26.52095725,11.793392,6.39281225,7.93786,9
2353,I,1.325,1.075,0.3875,20.41164,8.20718025,4.8477645,5.953395,10
2354,M,1.7,1.3125,0.5125,45.44367625,18.2287285,10.092422,12.643877,16
2355,F,1.2125,0.975,0.3375,16.7120303,7.654365,3.52951275,4.9611625,8
2356,I,1.7625,1.35,0.4875,50.121916,14.38737125,10.035723,16.44271,20
2357,I,0.8,0.5625,0.175,3.30271675,1.03475675,0.63786375,1.03475675,9
2358,M,1.325,1.05,0.375,24.323871,8.71747125,5.57067675,8.50485,14
2359,I,1.2125,0.9125,0.3125,17.90270925,9.808927,3.92640575,4.649318,8
2360,I,0.9375,0.7,0.2,8.12213175,3.2601925,1.77184375,2.4097075,6
2361,I,0.9625,0.75,0.2875,8.00873375,3.6003865,1.77184375,2.26796,7
2362,M,0.9125,0.675,0.1875,6.27941425,2.48058125,1.247378,1.74349425,6
2363,F,1.4375,1.125,0.475,31.18445,11.69416875,6.25106475,11.7650425,13
2364,I,1.0125,0.825,0.2625,10.9145575,4.9044635,2.59397925,3.118445,9
2365,I,1.3,1,0.3625,23.7285315,11.736693,5.8683465,5.8116475,7
2366,I,1.3,0.95,0.3375,18.5122235,9.39785925,3.86970675,4.23825025,9
2367,M,1.375,1.0625,0.3,18.9658155,8.83086925,4.309124,5.953395,11
2368,M,1.65,1.3,0.4375,37.42134,18.44134975,7.47009325,9.34116025,9
2369,I,1.1,0.8375,0.2875,12.5021295,5.386405,2.67902775,3.30271675,10
2370,I,0.4875,0.3,0.1125,0.8221355,0.4252425,0.21262125,0.283495,3
2371,F,1.15,0.9,0.3,13.05494475,5.03203625,3.118445,4.252425,10
2372,F,1.6375,1.2625,0.4125,42.354153,20.53921275,8.6465975,11.0846545,9
2373,M,1.425,1.125,0.4125,27.385617,12.40290625,6.123492,8.788345,10
2374,F,0.95,0.7625,0.275,8.69688925,3.55786225,1.48834875,2.6932025,11
2375,F,1.1375,0.8875,0.3,15.2236815,6.747181,3.86970675,4.3941725,13
2376,I,0.6875,0.5125,0.1625,3.005047,1.530873,0.5386405,0.7654365,7
2377,I,1.3625,1.1,0.3125,21.38969775,9.85145125,4.86193925,6.0384435,9
2378,F,1.4125,1.1,0.3375,23.530085,11.1413535,4.91863825,5.6699,8
2379,F,1.4875,1.1,0.3625,26.308336,12.1052365,4.86193925,7.7961125,10
2380,I,1.5125,1.1875,0.3875,30.43318825,13.6928085,6.95980225,7.69688925,11
2381,M,1.2,0.9875,0.3375,18.71067,6.7188315,3.86970675,6.80388,13
2382,M,1.0375,0.8125,0.275,10.829509,6.67630725,2.84912475,2.6932025,8
2383,I,0.7,0.525,0.2,3.16096925,1.0489315,0.680388,0.850485,6
2384,M,1.55,1.2,0.4125,31.90736225,14.13222575,6.4353365,8.9300925,10
2385,F,1.575,1.25,0.375,32.034935,12.643877,5.40057975,8.6465975,15
2386,M,1.4375,1.125,0.3875,26.01066625,10.149121,5.8683465,7.654365,12
2387,F,1.425,1.125,0.3375,29.15746075,12.0485375,6.23689,8.50485,10
2388,I,0.875,0.6625,0.25,7.24329725,3.2601925,1.304077,2.4097075,7
2389,M,1.4875,1.25,0.4125,30.05047,11.396499,6.84640425,8.788345,10
2390,F,1.5625,1.25,0.4375,36.0889135,13.05494475,8.561549,11.90679,17
2391,I,1.1125,0.875,0.25,11.169703,5.3580555,2.50893075,3.685435,7
2392,I,1.15,0.9125,0.3125,12.34620725,5.91087075,2.381358,4.3941725,9
2393,I,0.975,0.725,0.275,10.659412,5.96756975,2.848348,2.4097075,7
2394,I,1.3,1,0.325,16.839603,7.93786,3.6003865,4.9611625,8
2395,F,1.575,1.25,0.4,35.72037,16.0174675,7.81028725,9.59630575,10
2396,F,1.55,1.175,0.3875,31.75144,12.34620725,7.52679225,8.788345,10
2397,I,1.075,0.8125,0.3375,10.3475675,4.5075705,2.26796,2.9766975,8
2398,I,1.275,1,0.3125,16.9813505,6.6054335,3.86970675,4.01145425,9
2399,M,1.6125,1.3,0.5125,38.782116,14.401546,8.334753,13.324265,16
2400,F,1.775,1.3375,0.5,54.941331,21.92833825,12.360382,12.757275,14
2401,M,1.625,1.3125,0.4125,36.3157095,17.0097,8.83086925,9.4970825,11
2402,I,1.1,0.8125,0.25,10.149121,4.6776675,1.8994165,3.40194,8
2403,M,1.45,1.2125,0.4125,27.499015,12.3887315,6.59125875,8.221355,10
2404,I,1.2,0.975,0.325,13.53688625,5.74077375,2.90582375,4.53592,9
2405,I,0.825,0.6375,0.2,5.1879585,2.1262125,1.09145575,1.70097,6
2406,F,1.3875,1.075,0.3625,25.44367625,10.77281,5.51397775,6.0951425,9
2407,I,0.8125,0.6375,0.175,5.06038575,2.041164,0.963883,1.3324265,5
2408,M,1.425,1.175,0.4375,29.8520235,12.60135275,7.35669525,7.8528115,13
2409,F,1.625,1.25,0.4125,36.61337925,15.57805025,6.4353365,9.7805775,12
2410,M,1.5,1.225,0.4125,32.02076025,13.1825175,7.24329725,9.4970825,12
2411,F,1.45,1.125,0.3875,26.32251075,10.90038275,5.329706,8.221355,9
2412,I,1.325,1.05,0.3375,19.1359125,8.334753,4.422522,5.17378375,9
2413,F,1.6125,1.3125,0.475,43.1762885,18.9091165,8.561549,13.04077,9
2414,M,1.5875,1.2125,0.4125,35.2384285,17.6617385,7.7961125,8.50485,10
2415,M,1.4625,1.15,0.3875,28.91649,10.21999475,6.16601625,10.035723,19
2416,F,1.6,1.2375,0.4125,31.0994015,13.891255,7.15824875,9.4970825,12
2417,F,1.2125,0.95,0.3,15.83319575,6.81805475,3.9405805,4.3941725,7
2418,I,1.3125,1,0.3125,18.597272,9.48290775,4.32329875,5.2446575,8
2419,I,0.675,0.475,0.125,2.16873675,0.963883,0.66621325,0.793786,7
2420,M,1.2125,0.925,0.3125,15.49300175,6.8322295,3.7137845,4.3941725,9
2421,M,1.4375,1.175,0.375,25.92561775,9.48290775,5.9250455,8.6465975,12
2422,M,1.4375,1.1375,0.325,29.993771,14.0897015,6.67630725,7.654365,8
2423,M,1.6875,1.3625,0.4375,34.6147395,13.02659525,6.27941425,13.60776,14
2424,F,1.575,1.2625,0.4125,35.3518265,15.30873,6.4920355,11.7650425,14
2425,F,1.5625,1.2375,0.425,36.61337925,16.71203025,7.83863675,10.8011595,11
2426,F,1.6875,1.35,0.4625,48.26502375,23.6151335,11.60912025,12.8990225,11
2427,I,1.1,0.85,0.3,11.509897,4.74854125,2.4664065,3.8271825,9
2428,M,1.65,1.3125,0.4375,41.4753185,18.07280625,8.731646,11.7650425,15
2429,I,0.925,0.6875,0.2375,6.39281225,2.664853,1.1056305,1.757669,6
2430,I,1.1875,0.9125,0.275,14.2030995,6.9456275,2.948348,3.8271825,7
2431,I,0.8875,0.675,0.2125,6.2085405,2.7499015,1.14815475,1.530873,7
2432,F,1.7875,1.3375,0.4625,49.22890675,20.808533,11.8217415,13.0691195,10
2433,M,1.3,1.025,0.35,20.28406725,7.4559185,4.819415,6.0951425,10
2434,I,1.1875,0.9125,0.3125,12.6722265,4.80524025,2.2963095,3.96893,8
2435,F,1.375,1.0625,0.325,21.6873675,8.66077225,4.43669675,6.23689,9
2436,M,1.55,1.2125,0.425,34.06192425,16.499409,7.3992195,9.8372765,9
2437,F,1.6125,1.2625,0.4125,39.02308675,16.329312,8.164656,9.4970825,10
2438,F,1.4375,1.15,0.425,26.43590875,12.82814875,7.3425205,6.23689,9
2439,I,1.125,0.825,0.275,10.95708175,4.8477645,2.5231055,3.40194,8
2440,I,0.975,0.75,0.25,8.618248,3.30271675,1.68679525,2.4097075,8
2441,I,1.4375,1.1,0.425,26.01066625,11.35397475,5.68407475,7.7394135,8
2442,I,1.4375,1.0875,0.4125,27.91008275,12.82814875,5.8683465,8.46232575,12
2443,I,1.3875,1.0625,0.3625,22.41027975,10.47514025,4.8477645,6.3786375,7
2444,F,1.25,1.0125,0.375,21.87163925,7.47009325,4.252425,7.2291225,12
2445,I,1.15,0.875,0.3,13.39513875,5.499803,3.18931875,3.5436875,7
2446,M,1.1125,0.75,0.225,7.93786,2.82077525,1.63009625,2.1262125,15
2447,F,1.5125,1.175,0.4125,32.16250775,13.93377925,7.15824875,8.334753,9
2448,M,1.6375,1.275,0.4625,41.80133775,16.71203025,7.47009325,12.3320325,19
2449,F,1.65,1.3,0.4375,38.158427,14.33067225,10.9712565,11.4815475,11
2450,M,1.75,1.375,0.425,47.740558,20.0430965,8.94426725,9.07184,19
2451,I,0.7125,0.475,0.15,2.721552,0.963883,0.58116475,0.850485,7
2452,I,1.35,1.05,0.35,20.87940675,7.10154975,4.43669675,6.23689,14
2453,I,1.2125,0.8875,0.3125,12.74310025,5.00368675,2.948348,4.252425,8
2454,M,1.1625,0.875,0.35,16.31513725,5.71242425,3.95475525,5.386405,14
2455,I,1.175,0.9375,0.3,15.1102835,7.01650125,2.778251,3.8271825,9
2456,M,1.4375,1.1125,0.35,26.251637,11.0846545,4.57844425,6.520385,10
2457,M,1.3,1.0125,0.3125,17.633389,8.845044,4.139027,4.6776675,7
2458,M,1.4125,1.1125,0.4,24.73493875,9.865626,5.17378375,7.7961125,9
2459,M,1.2625,1,0.3875,21.27629975,8.23552975,4.5075705,7.5126175,12
2460,I,0.975,0.725,0.225,8.845044,4.5642695,1.984465,2.4664065,6
2461,M,1.3,1.025,0.35,25.9397925,9.865626,5.1879585,7.6260155,14
2462,F,1.4125,1.1,0.4375,27.88173325,12.71475075,4.69184225,6.7755305,21
2463,F,1.6125,1.2875,0.4375,43.828327,19.94387325,10.67358675,11.7650425,11
2464,M,1.325,1.025,0.35,16.839603,6.16601625,4.32329875,5.386405,13
2465,I,0.7375,0.55,0.2125,3.64291075,1.45999925,0.94970825,1.13398,6
2466,I,0.825,0.625,0.2,5.06038575,2.22543575,0.9922325,1.530873,6
2467,F,1.425,1.0625,0.3875,24.81998725,10.035723,5.556502,7.087375,9
2468,M,1.625,1.25,0.375,37.32211675,18.9091165,7.200773,8.0796075,9
2469,F,1.35,1.0625,0.3625,24.4089195,10.20582,5.51397775,6.6621325,9
2470,I,0.7125,0.525,0.1375,3.30271675,1.60174675,0.3685435,0.9355335,5
2471,F,1.2625,1.025,0.325,18.767369,8.68912175,3.7704835,6.23689,10
2472,I,1.1125,0.8375,0.2875,11.89261525,4.32329875,2.62232875,3.40194,8
2473,M,1.5125,1.2,0.5125,42.807745,20.9502805,7.69688925,11.1980525,12
2474,F,1.175,0.9125,0.3,14.571643,5.88252125,3.7137845,4.3941725,8
2475,F,1.225,0.975,0.3375,18.6256215,8.561549,4.01145425,5.2446575,7
2476,M,1.5625,1.2375,0.375,34.5013415,15.03940975,7.3992195,9.63883,9
2477,M,1.4375,1.1375,0.3875,27.68328675,14.0330025,5.839997,6.6621325,12
2478,M,1.5125,1.2,0.425,32.375129,10.9712565,6.90310325,9.922325,17
2479,F,1.7,1.275,0.4375,45.7844425,20.68096025,10.7444605,13.891255,12
2480,M,1.5125,1.15,0.4,29.9654215,12.06271225,6.59125875,8.6465975,9
2481,F,1.5625,1.2,0.4125,35.67784575,17.95940825,7.35669525,9.2135875,14
2482,I,0.9875,0.7125,0.2375,5.03203625,2.28213475,1.03475675,1.8994165,6
2483,F,1.475,1.2,0.475,27.51318975,11.8784405,7.767763,8.3631025,9
2484,F,0.95,0.725,0.2375,7.1157245,3.3168915,1.74349425,2.4097075,7
2485,I,1.5,1.1875,0.4375,30.43318825,12.40290625,7.257472,8.9300925,11
2486,M,1.3125,1.0125,0.3625,21.772416,8.0796075,4.63514325,6.0951425,9
2487,F,1.5375,1.175,0.4,38.00250475,17.8318355,8.0229085,9.07184,9
2488,F,1.55,1.2125,0.4125,31.19862475,13.19669225,5.57067675,8.50485,10
2489,M,1.25,1.0375,0.35,24.08290025,11.8217415,6.4920355,6.80388,9
2490,F,1.6125,1.225,0.4375,31.62386725,14.4298955,6.56290925,8.3064035,11
2491,I,0.975,0.7,0.2,7.1157245,4.55009475,1.5025235,2.05533875,6
2492,M,1.5,1.125,0.4,30.0221205,12.190285,6.973977,8.9300925,15
2493,M,1.375,1.0625,0.3375,24.607366,12.00601325,4.8477645,6.0951425,8
2494,F,1.4375,1.15,0.4125,26.01066625,11.8217415,4.69184225,8.221355,9
2495,I,1.175,0.925,0.25,14.72756525,5.71242425,2.9199985,3.5436875,7
2496,M,1.675,1.35,0.5375,38.725417,14.13222575,8.0229085,14.3164975,22
2497,I,0.6875,0.5,0.1375,2.8066005,1.0489315,0.56699,0.850485,6
2498,I,0.875,0.6875,0.1875,6.30776375,2.67902775,1.06310625,1.984465,6
2499,I,0.9,0.675,0.2,6.19436575,3.01922175,1.8994165,1.757669,7
2500,I,0.9875,0.75,0.2375,8.618248,3.40194,1.984465,2.1262125,7
2501,M,1.65,1.2625,0.4375,41.00755175,19.20678625,8.4198015,10.0640725,10
2502,M,1.2875,0.9875,0.3125,18.1153305,7.9095105,3.6570855,4.819415,10
2503,I,0.475,0.275,0.1875,0.963883,0.21262125,0.12757275,0.1417475,3
2504,F,1.525,1.175,0.3875,32.6869735,15.195332,8.23552975,6.9456275,12
2505,I,1.125,0.875,0.2625,12.0485375,5.28718175,2.5798045,3.2601925,8
2506,I,1.1875,0.9125,0.3,14.628342,6.9456275,3.89805625,3.8271825,8
2507,F,1.55,1.2625,0.475,34.28872025,15.1669825,8.391452,9.07184,11
2508,M,1.5625,1.25,0.4,35.50774875,11.0846545,7.3425205,12.190285,17
2509,M,1.45,1.1125,0.4,26.138239,10.24834425,6.16601625,8.788345,13
2510,F,1.25,1,0.35,18.01610725,7.35669525,4.91863825,5.5281525,10
2511,M,1.5875,1.2875,0.4125,33.26813825,14.911837,8.0796075,8.958442,9
2512,F,1.6,1.275,0.4625,43.1762885,15.4504775,11.86426575,16.556108,18
2513,I,0.95,0.725,0.25,6.577084,2.82077525,1.48834875,2.53728025,6
2514,M,1.475,1.1625,0.3625,31.19862475,14.33067225,6.917278,8.0796075,9
2515,M,1.2,0.9375,0.2625,14.3731965,6.633783,3.41611475,4.53592,7
2516,F,1.5125,1.2,0.4125,31.75144,13.87708025,7.27164675,8.9300925,11
2517,M,1.375,1.075,0.425,22.29688175,7.824462,4.60679375,8.0796075,15
2518,F,1.55,1.25,0.375,37.761534,15.37960375,7.58349125,10.602713,9
2519,I,0.85,0.6375,0.225,5.06038575,2.16873675,1.077281,1.5592225,7
2520,M,1.3625,1.075,0.325,21.8007655,9.68135425,3.95475525,6.6621325,8
2521,M,1.4375,1.0625,0.375,22.0275615,8.561549,5.48562825,7.087375,9
2522,I,0.7,0.6125,0.1875,4.082328,1.2757275,0.94970825,1.13398,7
2523,I,1.025,0.7625,0.25,8.77417025,3.912231,1.8427175,2.551455,7
2524,I,0.8375,0.5875,0.2125,4.37999775,1.871067,0.97805775,1.70097,5
2525,F,1.65,1.3125,0.5125,47.07434475,17.47746675,9.17106325,16.44271,19
2526,M,1.1875,0.9875,0.25,15.2236815,7.55514175,3.118445,3.98310475,8
2527,F,1.6125,1.25,0.475,32.31843,12.20445975,6.36446275,11.90679,16
2528,M,1.6,1.2875,0.475,39.859397,18.9091165,8.5898985,9.6671795,11
2529,F,1.275,0.9875,0.3875,21.885814,9.4970825,4.025629,4.819415,9
2530,I,1.075,0.85,0.275,10.33339275,4.5075705,2.42388225,2.9766975,8
2531,F,1.5875,1.2125,0.4125,35.096681,17.293195,8.4198015,8.50485,12
2532,M,1.575,1.2125,0.4,34.23202125,15.592225,7.89533575,8.3631025,9
2533,M,1.55,1.1875,0.4,32.0065855,14.35902175,6.95980225,8.901743,12
2534,F,1.725,1.375,0.4375,52.276478,21.21960075,12.11941125,13.60776,11
2535,F,1.525,1.2,0.375,27.68328675,11.58077075,6.917278,7.35669525,9
2536,F,1.3,1.025,0.3125,20.87940675,8.29222875,3.72795925,5.6699,10
2537,I,1.3125,1,0.35,17.16562225,7.38504475,3.061746,5.953395,10
2538,I,1.3125,1.1,0.35,23.3883375,11.396499,3.9405805,6.9456275,9
2539,M,1.3375,1.05,0.325,19.83047525,7.29999625,4.3374735,6.80388,13
2540,I,1.3125,1.0375,0.35,18.86659225,7.41339425,3.8838815,5.0178615,11
2541,M,1.5375,1.25,0.45,35.22425375,13.60776,8.1363065,9.922325,10
2542,I,1.3125,1,0.3375,20.3265915,9.82310175,4.12485225,5.953395,8
2543,I,1.075,0.8125,0.25,10.44679075,5.14543425,2.33883375,2.9766975,8
2544,I,0.775,0.5625,0.2,3.92640575,1.65844575,0.80796075,1.13398,6
2545,M,1.5875,1.2625,0.4125,36.740952,16.85377775,8.29222875,9.355335,10
2546,M,1.6375,1.3,0.45,41.48211975,15.365429,8.0229085,9.56795625,12
2547,F,1.3875,1.0875,0.375,25.44367625,11.66581925,5.71242425,6.520385,8
2548,I,0.6875,0.5,0.1625,2.721552,0.963883,0.623689,0.850485,4
2549,M,1.1875,0.8875,0.3125,12.99824575,5.499803,2.608154,3.96893,10
2550,M,1.45,1.075,0.4,24.79163775,11.15552825,5.40057975,7.030676,9
2551,I,1.175,0.8875,0.3125,13.39513875,6.25106475,2.8066005,3.81300775,8
2552,I,1.125,0.8875,0.2625,13.53688625,5.8683465,2.381358,4.53592,13
2553,F,1.4375,1.125,0.4625,28.066005,9.6671795,7.087375,8.164656,16
2554,F,1.2625,0.975,0.375,18.18620425,7.75358825,3.5436875,6.0951425,8
2555,M,1.7,1.4125,0.5125,49.384829,19.731252,13.551061,16.8679525,19
2556,M,1.6125,1.275,0.5125,37.137845,12.60135275,7.27164675,14.0330025,14
2557,F,1.55,1.175,0.375,27.20134525,11.15552825,5.5281525,8.2497045,13
2558,F,1.65,1.3375,0.5125,49.384829,21.262125,11.43902325,13.7495075,16
2559,I,0.55,0.4125,0.1375,1.8994165,0.60951425,0.49611625,0.56699,5
2560,M,1.6125,1.2875,0.4625,39.179009,18.52639825,6.56290925,11.4815475,9
2561,M,1.7125,1.3125,0.4375,43.1762885,19.6462035,10.149121,11.1980525,9
2562,I,0.4375,0.325,0.1,0.793786,0.2551455,0.226796,0.29766975,4
2563,F,1.1625,0.925,0.3,16.2442635,7.52679225,3.86970675,4.082328,9
2564,F,1.4125,1.0875,0.375,26.26581175,11.396499,5.59902625,7.087375,15
2565,M,1.5,1.175,0.4,32.10580875,14.514944,6.80388,9.63883,10
2566,I,0.9375,0.725,0.25,7.994559,3.55786225,1.77184375,2.438057,6
2567,F,1.775,1.325,0.45,45.08987975,23.17571625,12.45960525,13.7495075,11
2568,M,1.5,1.1875,0.4125,33.89182725,14.47241975,7.9662095,7.72523875,11
2569,F,1.6875,1.275,0.4375,38.00250475,16.6978555,8.68912175,10.489315,11
2570,M,1.4,1.0875,0.4375,29.97959625,11.72251825,5.82582225,10.0640725,14
2571,I,0.925,0.6625,0.2125,6.27941425,2.721552,1.417475,1.984465,6
2572,M,1.5125,1.175,0.425,32.715323,15.97494325,6.78970525,8.77417025,10
2573,F,1.65,1.275,0.4875,43.02036625,20.97863,9.22776225,11.623295,11
2574,I,0.9625,0.725,0.2,7.75358825,3.40194,1.6159215,2.4097075,7
2575,F,1.2125,0.9375,0.3375,17.70426275,6.76135575,3.7704835,5.2446575,10
2576,F,1.3,1.075,0.375,23.530085,10.262519,5.74077375,6.917278,10
2577,M,1.5875,1.25,0.4375,37.40716525,15.06775925,8.88756825,9.7805775,10
2578,I,1.2875,0.8875,0.25,14.78426425,7.07320025,3.24601775,3.96893,8
2579,M,1.3875,1.1125,0.35,26.43590875,11.793392,4.86193925,7.7961125,14
2580,F,1.575,1.1875,0.4875,31.22697425,13.96212875,8.20718025,9.922325,12
2581,F,1.4875,1.2125,0.4125,33.112216,15.365429,6.917278,9.355335,10
2582,F,1.6875,1.3875,0.575,56.1603595,25.35862775,11.38232425,16.3009625,12
2583,M,1.4875,1.175,0.4,31.19862475,13.53688625,7.24329725,8.3631025,11
2584,F,1.4375,1.1875,0.4,29.9087225,10.90038275,6.293589,10.7444605,15
2585,F,1.425,1.125,0.475,31.14192575,10.9712565,6.25106475,11.056305,22
2586,M,1.3125,1,0.3125,20.70930975,7.9095105,5.82582225,5.5281525,10
2587,I,0.6875,0.5125,0.125,2.721552,1.020582,0.52446575,0.850485,6
2588,I,0.975,0.75,0.2125,7.01650125,3.2601925,1.814368,2.4097075,8
2589,F,1.7875,1.35,0.4875,50.008518,24.11124975,10.24834425,13.324265,11
2590,I,1.0625,0.8125,0.3125,10.30504325,4.309124,2.551455,3.5436875,8
2591,F,1.2875,1.0125,0.4125,24.323871,10.02154825,4.3374735,8.50485,14
2592,M,1.3875,1.1,0.4125,25.51455,9.42620875,5.40057975,8.6465975,13
2593,M,1.575,1.1875,0.325,31.3261975,13.947954,6.406987,9.2135875,9
2594,M,1.2875,1.05,0.35,21.715717,9.752228,4.89028875,7.2291225,11
2595,M,1.2375,1,0.3,17.84601025,7.52679225,4.082328,5.14543425,8
2596,I,1.1375,0.875,0.3375,13.664459,5.4147545,3.40194,4.3941725,9
2597,F,1.6,1.4625,0.4,37.1094955,15.43630275,8.34892775,11.7083435,8
2598,I,1.05,0.8375,0.25,11.55242125,5.953395,2.438057,3.2601925,7
2599,M,0.7,0.5,0.1875,2.59397925,0.9355335,0.60951425,0.850485,5
2600,I,1.3375,1.0875,0.375,20.87940675,9.8372765,4.3941725,5.953395,8
2601,I,1.4,1.1,0.3625,22.736299,9.17106325,5.1879585,7.37087,11
2602,I,1.3,1,0.3,18.200379,8.23552975,3.345241,5.10291,8
2603,I,1.1,0.8,0.275,10.47514025,4.706017,2.33883375,3.5436875,7
2604,I,1.5,1.125,0.4,22.41027975,8.7032965,4.97533725,6.3786375,10
2605,M,1.5625,1.2625,0.4625,32.78619675,14.74174,6.81805475,10.02154825,9
2606,I,1.3125,0.9875,0.375,21.27629975,9.412034,3.7137845,6.95980225,8
2607,I,1.35,1.0875,0.3625,19.901349,8.32057825,4.479221,5.386405,6
2608,F,1.6125,1.275,0.475,41.80133775,17.1514475,9.7805775,13.60776,10
2609,I,1.425,1.0625,0.375,27.4139665,15.025235,5.00368675,6.9456275,9
2610,F,1.5875,1.2625,0.4,35.3518265,14.5999925,8.51902475,9.7805775,11
2611,F,1.6375,1.3125,0.5,44.55123925,19.66037825,10.4609655,11.01378075,13
2612,F,1.5,1.125,0.375,27.28639375,10.5176645,6.30776375,7.86698625,12
2613,M,1.325,1.0125,0.35,18.030282,7.78193775,4.195726,5.953395,8
2614,F,1.6,1.325,0.475,37.42134,14.911837,7.540967,11.26892625,16
2615,F,1.475,1.225,0.4125,32.13415825,11.15552825,6.633783,10.3475675,14
2616,M,1.45,1.1,0.375,24.323871,10.41844125,4.8477645,7.654365,12
